Investor.Name,Portfolio.Name,ISIN,MarketValue,Currency
Mock investor,Mock portfolio,NO0011097297,50201413,NOK
Mock investor,Mock portfolio,NO0011151904,135128253,NOK
Mock investor,Mock portfolio,XS2422833173,202457567,SEK
Mock investor,Mock portfolio,NO0011013708,112671486,NOK
Mock investor,Mock portfolio,SE0000872095,226212191,SEK
Mock investor,Mock portfolio,NO0010234552,2897112900,NOK
Mock investor,Mock portfolio,SE0015811963,318327769,SEK
Mock investor,Mock portfolio,FI0009000202,10339328,EUR
Mock investor,Mock portfolio,NO0004822503,1372792504,NOK
Mock investor,Mock portfolio,NO0005638858,484948733,NOK
Mock investor,Mock portfolio,NO0003043309,3644999930,NOK
Mock investor,Mock portfolio,DK0060252690,154130170,DKK
Mock investor,Mock portfolio,SE0007074281,73992394,SEK
Mock investor,Mock portfolio,DK0060946788,70788313,DKK
Mock investor,Mock portfolio,NO0010823131,787832555,NOK
Mock investor,Mock portfolio,NO0010921232,524379440,NOK
Mock investor,Mock portfolio,NO0010733454,102328843,NOK
Mock investor,Mock portfolio,SE0002829192,311870600,SEK
Mock investor,Mock portfolio,NO0010760804,702736907,NOK
Mock investor,Mock portfolio,XS0545428285,5513285,EUR
Mock investor,Mock portfolio,NO0010796154,102601349,NOK
Mock investor,Mock portfolio,DK0009798480,27105130,DKK
Mock investor,Mock portfolio,NO0010793565,42510043,NOK
Mock investor,Mock portfolio,NO0010789787,40070563,NOK
Mock investor,Mock portfolio,NO0010804008,55214214,NOK
Mock investor,Mock portfolio,NO0010781859,352283524,NOK
Mock investor,Mock portfolio,XS0881369770,15716751,EUR
Mock investor,Mock portfolio,XS0862442331,18210191,EUR
Mock investor,Mock portfolio,US984851AF24,34112292,USD
Mock investor,Mock portfolio,NO0010819337,504117483,NOK
Mock investor,Mock portfolio,NO0010804347,34272581,NOK
Mock investor,Mock portfolio,NO0010793771,30291967,NOK
Mock investor,Mock portfolio,NO0010809932,4044722,EUR
Mock investor,Mock portfolio,NO0010807241,50696254,NOK
Mock investor,Mock portfolio,NO0010804040,130513994,NOK
Mock investor,Mock portfolio,SE0010921197,57470836,SEK
Mock investor,Mock portfolio,NO0010835200,70222628,NOK
Mock investor,Mock portfolio,NO0010850621,48420443,NOK
Mock investor,Mock portfolio,NO0010816200,108086458,NOK
Mock investor,Mock portfolio,NO0010849748,330070372,NOK
Mock investor,Mock portfolio,NO0010797525,62511260,NOK
Mock investor,Mock portfolio,NO0010822752,100669133,NOK
Mock investor,Mock portfolio,XS1949702937,125338550,NOK
Mock investor,Mock portfolio,NO0010825243,60377945,NOK
Mock investor,Mock portfolio,NO0010842230,81284104,NOK
Mock investor,Mock portfolio,XS1953910764,40988214,SEK
Mock investor,Mock portfolio,NO0010847353,27032735,NOK
Mock investor,Mock portfolio,NO0010839442,163996365,NOK
Mock investor,Mock portfolio,NO0010805666,10045500,NOK
Mock investor,Mock portfolio,NO0010782428,15048314,NOK
Mock investor,Mock portfolio,SE0012377299,64634206,SEK
Mock investor,Mock portfolio,NO0010793318,42446077,NOK
Mock investor,Mock portfolio,NO0010867971,798212726,NOK
Mock investor,Mock portfolio,NO0010869175,6574683,USD
Mock investor,Mock portfolio,NO0010868185,100423586,NOK
Mock investor,Mock portfolio,NO0010869167,20106719,NOK
Mock investor,Mock portfolio,NO0010860067,94688824,NOK
Mock investor,Mock portfolio,NO0010868979,159071020,NOK
Mock investor,Mock portfolio,XS2001737324,27728386,EUR
Mock investor,Mock portfolio,NO0010868912,94941877,NOK
Mock investor,Mock portfolio,XS2092422810,13265461,GBP
Mock investor,Mock portfolio,NO0010814924,25444337,NOK
Mock investor,Mock portfolio,NO0010867658,65599467,NOK
Mock investor,Mock portfolio,XS2225207468,10357944,EUR
Mock investor,Mock portfolio,XS2211136168,17423423,EUR
Mock investor,Mock portfolio,SE0012676740,48151595,SEK
Mock investor,Mock portfolio,XS2178833690,32126421,EUR
Mock investor,Mock portfolio,NO0010877335,204664231,NOK
Mock investor,Mock portfolio,XS2125426796,10049044,EUR
Mock investor,Mock portfolio,USL62788AB72,12875278,USD
Mock investor,Mock portfolio,NO0010874001,302222220,NOK
Mock investor,Mock portfolio,NO0010877210,51136639,NOK
Mock investor,Mock portfolio,NO0010878978,403643658,NOK
Mock investor,Mock portfolio,NO0010890858,135910349,NOK
Mock investor,Mock portfolio,XS2108957874,70954333,SEK
Mock investor,Mock portfolio,XS2181907580,85524442,SEK
Mock investor,Mock portfolio,XS2182066543,208669289,SEK
Mock investor,Mock portfolio,NO0010894538,251723208,NOK
Mock investor,Mock portfolio,SE0014991352,173776512,SEK
Mock investor,Mock portfolio,NO0010907785,72822488,NOK
Mock investor,Mock portfolio,NO0010911175,100358697,NOK
Mock investor,Mock portfolio,SE0013104346,21975276,SEK
Mock investor,Mock portfolio,NO0010921620,156195905,NOK
Mock investor,Mock portfolio,SE0014956454,36344525,SEK
Mock investor,Mock portfolio,NO0010922933,50218357,NOK
Mock investor,Mock portfolio,SE0015660444,106560603,SEK
Mock investor,Mock portfolio,SE0015556535,58427343,SEK
Mock investor,Mock portfolio,NO0010985674,153908960,NOK
Mock investor,Mock portfolio,XS2303927227,3865268,EUR
Mock investor,Mock portfolio,SE0013102050,123754183,SEK
Mock investor,Mock portfolio,NO0011088627,50374083,NOK
Mock investor,Mock portfolio,NO0011002610,225547578,NOK
Mock investor,Mock portfolio,NO0011013658,89866916,NOK
Mock investor,Mock portfolio,SE0015812441,65152980,SEK
Mock investor,Mock portfolio,XS2353270239,112143121,SEK
Mock investor,Mock portfolio,NO0011152472,79949269,NOK
Mock investor,Mock portfolio,SE0016276398,17753139,EUR
Mock investor,Mock portfolio,NO0011147084,159910116,NOK
Mock investor,Mock portfolio,SE0013882685,308256925,SEK
Mock investor,Mock portfolio,NO0010808892,1030315437,NOK
Mock investor,Mock portfolio,NO0010208051,8017456420,NOK
Mock investor,Mock portfolio,SE0011166628,1458471215,SEK
Mock investor,Mock portfolio,FI0009014377,17502349,EUR
Mock investor,Mock portfolio,NO0010576010,40310400,NOK
Mock investor,Mock portfolio,NO0003921009,416306568,NOK
Mock investor,Mock portfolio,CY0200352116,722196232,NOK
Mock investor,Mock portfolio,SE0000114837,106678982,SEK
Mock investor,Mock portfolio,FI0009003727,8427629,EUR
Mock investor,Mock portfolio,NO0003110603,1364145365,NOK
Mock investor,Mock portfolio,NO0003028904,3142114180,NOK
Mock investor,Mock portfolio,SE0000108656,918441015,SEK
Mock investor,Mock portfolio,FI0009000681,103047662,EUR
Mock investor,Mock portfolio,FI0009003305,49752365,EUR
Mock investor,Mock portfolio,FI0009013296,45840505,EUR
Mock investor,Mock portfolio,SE0000202624,206971555,SEK
Mock investor,Mock portfolio,NO0003053605,4536953447,NOK
Mock investor,Mock portfolio,FI0009014575,10278631,EUR
Mock investor,Mock portfolio,NO0010763550,136541755,NOK
Mock investor,Mock portfolio,DK0010219153,62551060,DKK
Mock investor,Mock portfolio,NO0010743545,213422378,NOK
Mock investor,Mock portfolio,DK0060094928,481746701,DKK
Mock investor,Mock portfolio,NO0010631567,2607449674,NOK
Mock investor,Mock portfolio,FI4000074984,10384731,EUR
Mock investor,Mock portfolio,SE0015658109,304910032,SEK
Mock investor,Mock portfolio,NO0010716582,529908892,NOK
Mock investor,Mock portfolio,FI4000312251,8844209,EUR
Mock investor,Mock portfolio,NL00150003D3,175172395,NOK
Mock investor,Mock portfolio,NO0011002586,241155000,NOK
Mock investor,Mock portfolio,NO0010758477,100336464,NOK
Mock investor,Mock portfolio,NO0010786775,185988304,NOK
Mock investor,Mock portfolio,NO0010770175,302368807,NOK
Mock investor,Mock portfolio,DK0009922320,487610738,DKK
Mock investor,Mock portfolio,NO0010789712,6086322,NOK
Mock investor,Mock portfolio,NO0010802960,251045178,NOK
Mock investor,Mock portfolio,DK0009923567,104253014,DKK
Mock investor,Mock portfolio,NO0010790769,46463516,NOK
Mock investor,Mock portfolio,NO0010757925,1909454089,NOK
Mock investor,Mock portfolio,XS0759310930,11313969,EUR
Mock investor,Mock portfolio,XS0911553039,2084221,GBP
Mock investor,Mock portfolio,NO0010732555,1071963737,NOK
Mock investor,Mock portfolio,FI4000148630,44540392,EUR
Mock investor,Mock portfolio,XS1108679645,6562132,EUR
Mock investor,Mock portfolio,XS1910266169,142622449,SEK
Mock investor,Mock portfolio,NO0010816507,85575348,NOK
Mock investor,Mock portfolio,NO0010818446,291874995,NOK
Mock investor,Mock portfolio,XS1071713470,26725825,EUR
Mock investor,Mock portfolio,NO0010823636,80686875,NOK
Mock investor,Mock portfolio,NO0010851348,64251654,NOK
Mock investor,Mock portfolio,XS1788605936,3425050,EUR
Mock investor,Mock portfolio,NO0010790645,11239367,USD
Mock investor,Mock portfolio,NO0010819600,203050108,NOK
Mock investor,Mock portfolio,NO0010835937,142873863,NOK
Mock investor,Mock portfolio,NO0010833254,259529208,NOK
Mock investor,Mock portfolio,XS1972626565,50874222,SEK
Mock investor,Mock portfolio,NO0010839665,226228230,NOK
Mock investor,Mock portfolio,NO0010836091,100888053,NOK
Mock investor,Mock portfolio,NO0010837172,95303395,NOK
Mock investor,Mock portfolio,XS1964622283,753410170,SEK
Mock investor,Mock portfolio,NO0010848401,201697799,NOK
Mock investor,Mock portfolio,NO0010846645,100635116,NOK
Mock investor,Mock portfolio,NO0010806649,74792873,NOK
Mock investor,Mock portfolio,NO0010850274,123661628,NOK
Mock investor,Mock portfolio,XS1982694504,1866810,GBP
Mock investor,Mock portfolio,NO0010842891,37493243,NOK
Mock investor,Mock portfolio,XS2079312174,95276515,SEK
Mock investor,Mock portfolio,NO0010843683,10125693,NOK
Mock investor,Mock portfolio,NO0010869761,75141946,NOK
Mock investor,Mock portfolio,NO0010865157,136942880,NOK
Mock investor,Mock portfolio,SE0012193779,62316192,SEK
Mock investor,Mock portfolio,XS2049767598,10069646,EUR
Mock investor,Mock portfolio,XS2049769297,15034272,EUR
Mock investor,Mock portfolio,NO0010858806,21450039,NOK
Mock investor,Mock portfolio,NO0010856289,75127440,NOK
Mock investor,Mock portfolio,NO0010841141,176402271,NOK
Mock investor,Mock portfolio,NO0010853237,15382405,NOK
Mock investor,Mock portfolio,NO0010797509,30249726,NOK
Mock investor,Mock portfolio,NO0010891088,132509102,NOK
Mock investor,Mock portfolio,NO0010873557,208472018,NOK
Mock investor,Mock portfolio,NO0010876196,82696340,NOK
Mock investor,Mock portfolio,NO0010872757,828765357,NOK
Mock investor,Mock portfolio,NO0010890825,42721499,NOK
Mock investor,Mock portfolio,NO0010891153,126215392,NOK
Mock investor,Mock portfolio,NO0010885353,568964027,NOK
Mock investor,Mock portfolio,NO0010914682,63675780,NOK
Mock investor,Mock portfolio,NO0010932460,59092642,NOK
Mock investor,Mock portfolio,NO0010922883,200214169,NOK
Mock investor,Mock portfolio,NO0010946494,110005735,NOK
Mock investor,Mock portfolio,NO0010977234,100333042,NOK
Mock investor,Mock portfolio,NO0010976335,298616850,NOK
Mock investor,Mock portfolio,NO0010893332,9993350,NOK
Mock investor,Mock portfolio,XS2085860844,3225639,EUR
Mock investor,Mock portfolio,NO0010914666,15936458,EUR
Mock investor,Mock portfolio,SE0015193313,28641300,SEK
Mock investor,Mock portfolio,NO0010908163,102584750,NOK
Mock investor,Mock portfolio,NO0010917487,1026006578,NOK
Mock investor,Mock portfolio,SE0015242854,69141999,SEK
Mock investor,Mock portfolio,DK0030494505,18930519,EUR
Mock investor,Mock portfolio,XS2342725947,89730140,SEK
Mock investor,Mock portfolio,NO0011142036,19584646,USD
Mock investor,Mock portfolio,NO0011094658,48305173,NOK
Mock investor,Mock portfolio,NO0011146391,115990051,NOK
Mock investor,Mock portfolio,NO0011146409,220031467,NOK
Mock investor,Mock portfolio,DK0009531998,510994361,SEK
Mock investor,Mock portfolio,SE0009922164,744807676,SEK
Mock investor,Mock portfolio,SE0012673267,438367829,SEK
Mock investor,Mock portfolio,DK0060227585,140083658,DKK
Mock investor,Mock portfolio,SE0007100581,775243408,SEK
Mock investor,Mock portfolio,SE0000667925,462420492,SEK
Mock investor,Mock portfolio,NO0003733800,6827341190,NOK
Mock investor,Mock portfolio,NO0010073489,337827874,NOK
Mock investor,Mock portfolio,NO0005052605,9937010064,NOK
Mock investor,Mock portfolio,NO0003067902,125751754,NOK
Mock investor,Mock portfolio,SE0000115446,1128131682,SEK
Mock investor,Mock portfolio,NO0010310956,4045240448,NOK
Mock investor,Mock portfolio,FI0009005961,42170725,EUR
Mock investor,Mock portfolio,NO0010196140,659540590,NOK
Mock investor,Mock portfolio,SE0007100599,238401150,SEK
Mock investor,Mock portfolio,SE0000108227,432925779,SEK
Mock investor,Mock portfolio,SE0000936478,107505440,SEK
Mock investor,Mock portfolio,BMG359472021,129659490,NOK
Mock investor,Mock portfolio,SE0011090018,143756594,SEK
Mock investor,Mock portfolio,DK0060542181,52707375,DKK
Mock investor,Mock portfolio,XI4000297767,1023981953,SEK
Mock investor,Mock portfolio,SE0012853455,587156591,SEK
Mock investor,Mock portfolio,NO0010890304,447678894,NOK
Mock investor,Mock portfolio,BMG0670A1099,136188736,NOK
Mock investor,Mock portfolio,FI4000006176,17709840,EUR
Mock investor,Mock portfolio,NO0010789266,48424054,NOK
Mock investor,Mock portfolio,XS1596016847,11461595,USD
Mock investor,Mock portfolio,NO0010811979,182879897,NOK
Mock investor,Mock portfolio,XS1217882171,55895171,EUR
Mock investor,Mock portfolio,NO0010793581,66638909,NOK
Mock investor,Mock portfolio,NO0010786866,35588495,NOK
Mock investor,Mock portfolio,XS1974922442,30967410,EUR
Mock investor,Mock portfolio,NO0010786130,161464077,NOK
Mock investor,Mock portfolio,NO0010798044,300940560,NOK
Mock investor,Mock portfolio,NO0010814213,71077259,NOK
Mock investor,Mock portfolio,NO0010807381,101011787,NOK
Mock investor,Mock portfolio,NO0010786288,714209041,NOK
Mock investor,Mock portfolio,NO0010790918,100425154,NOK
Mock investor,Mock portfolio,US656531AG58,6409878,USD
Mock investor,Mock portfolio,XS0819759571,1132603,EUR
Mock investor,Mock portfolio,FI4000037635,55675256,EUR
Mock investor,Mock portfolio,NO0010822893,51622500,NOK
Mock investor,Mock portfolio,NO0010809353,251358103,NOK
Mock investor,Mock portfolio,NO0010814676,32605346,NOK
Mock investor,Mock portfolio,NO0010821598,3149899199,NOK
Mock investor,Mock portfolio,NO0010831894,20468198,NOK
Mock investor,Mock portfolio,XS1827891869,20154206,EUR
Mock investor,Mock portfolio,NO0010812514,93574114,NOK
Mock investor,Mock portfolio,NO0010811367,31206232,NOK
Mock investor,Mock portfolio,NO0010832363,60632855,NOK
Mock investor,Mock portfolio,NO0010831662,239179139,NOK
Mock investor,Mock portfolio,NO0010831241,196065339,NOK
Mock investor,Mock portfolio,NO0010833486,150164997,NOK
Mock investor,Mock portfolio,NO0010831134,50112832,NOK
Mock investor,Mock portfolio,NO0010820202,100283941,NOK
Mock investor,Mock portfolio,XS1956027277,101283736,SEK
Mock investor,Mock portfolio,XS1956898735,95790220,SEK
Mock investor,Mock portfolio,NO0010841315,55273978,NOK
Mock investor,Mock portfolio,NO0010789860,11161219,NOK
Mock investor,Mock portfolio,NO0010824972,27220069,NOK
Mock investor,Mock portfolio,NO0010834930,8264833,NOK
Mock investor,Mock portfolio,NO0010870892,54346558,NOK
Mock investor,Mock portfolio,XS2090786943,30282411,EUR
Mock investor,Mock portfolio,NO0010871346,141186472,NOK
Mock investor,Mock portfolio,NO0010858749,262165426,NOK
Mock investor,Mock portfolio,NO0010861883,40159276,NOK
Mock investor,Mock portfolio,SE0012193829,70865554,SEK
Mock investor,Mock portfolio,NO0010865876,46904825,NOK
Mock investor,Mock portfolio,XS2017330221,96421141,SEK
Mock investor,Mock portfolio,NO0010856420,40738001,NOK
Mock investor,Mock portfolio,NO0010799323,81128553,NOK
Mock investor,Mock portfolio,NO0010843204,95315199,NOK
Mock investor,Mock portfolio,NO0010852742,11261954,EUR
Mock investor,Mock portfolio,NO0010809858,53563735,NOK
Mock investor,Mock portfolio,NO0010836935,100541720,NOK
Mock investor,Mock portfolio,NO0010886716,90758158,NOK
Mock investor,Mock portfolio,NO0010874878,185742368,NOK
Mock investor,Mock portfolio,NO0010882020,50428030,NOK
Mock investor,Mock portfolio,XS2116102554,90484930,SEK
Mock investor,Mock portfolio,NO0010881949,730433247,NOK
Mock investor,Mock portfolio,NO0010872617,25162021,NOK
Mock investor,Mock portfolio,NO0010873177,476722683,NOK
Mock investor,Mock portfolio,NO0010873334,963814133,NOK
Mock investor,Mock portfolio,DK0009924029,101989714,DKK
Mock investor,Mock portfolio,NO0010886096,137781187,NOK
Mock investor,Mock portfolio,NO0010907181,100265791,NOK
Mock investor,Mock portfolio,NO0010931819,200584302,NOK
Mock investor,Mock portfolio,DK0030484621,38805732,SEK
Mock investor,Mock portfolio,DK0030484464,17520452,DKK
Mock investor,Mock portfolio,NO0010960446,69768044,NOK
Mock investor,Mock portfolio,SE0013102068,119982400,SEK
Mock investor,Mock portfolio,NO0010936198,193448292,NOK
Mock investor,Mock portfolio,NO0010940471,69976370,NOK
Mock investor,Mock portfolio,NO0010996499,80266024,NOK
Mock investor,Mock portfolio,XS2233121792,3105504,EUR
Mock investor,Mock portfolio,NO0011082778,399732302,NOK
Mock investor,Mock portfolio,SE0016102115,24862809,SEK
Mock investor,Mock portfolio,ZS55037AAA60,30173067,USD
Mock investor,Mock portfolio,NO0011109597,399763880,NOK
Mock investor,Mock portfolio,NO0011079808,71880403,NOK
Mock investor,Mock portfolio,XS2068170542,54523586,SEK
Mock investor,Mock portfolio,AU000000CBA7,147370267.12,USD
Mock investor,Mock portfolio,AU000000CSL8,114340563.46,USD
Mock investor,Mock portfolio,AU000000BHP4,100697438.87,USD
Mock investor,Mock portfolio,AU000000NAB4,78109735.16,USD
Mock investor,Mock portfolio,AU000000WBC1,64418199.26,USD
Mock investor,Mock portfolio,AU000000ANZ3,64412449.01,USD
Mock investor,Mock portfolio,AU000000MQG1,59190546.03,USD
Mock investor,Mock portfolio,AU000000WES1,55299091.39,USD
Mock investor,Mock portfolio,AU000000WOW2,39628668.69,USD
Mock investor,Mock portfolio,AU000000GMG2,36238277.54,USD
Mock investor,Mock portfolio,AU000000TCL6,34664012.17,USD
Mock investor,Mock portfolio,AU000000RIO1,30564376.41,USD
Mock investor,Mock portfolio,AU000000FMG4,26755063.98,USD
Mock investor,Mock portfolio,AU000000ALL7,21595232,USD
Mock investor,Mock portfolio,AU000000JHX1,20245060.23,USD
Mock investor,Mock portfolio,AU0000030678,19681887.61,USD
Mock investor,Mock portfolio,AU000000SHL7,17423769.39,USD
Mock investor,Mock portfolio,AU000000WPL2,17379519.91,USD
Mock investor,Mock portfolio,AU000000STO6,16698170.52,USD
Mock investor,Mock portfolio,AU000000NCM7,16455026.25,USD
Mock investor,Mock portfolio,NZXROE0001S2,15551887.06,USD
Mock investor,Mock portfolio,AU000000S320,15416803.92,USD
Mock investor,Mock portfolio,AU000000APT1,14853575.62,USD
Mock investor,Mock portfolio,-,14804628.21,USD
Mock investor,Mock portfolio,AU000000ASX7,14791837.41,USD
Mock investor,Mock portfolio,AU000000TLS2,14310602.12,USD
Mock investor,Mock portfolio,AU000000QBE9,13770430.42,USD
Mock investor,Mock portfolio,AU000000SCG8,13489547.88,USD
Mock investor,Mock portfolio,AU000000BXB1,12604996.14,USD
Mock investor,Mock portfolio,AU000000COH5,11691261.07,USD
Mock investor,Mock portfolio,AU000000SUN6,11680842.88,USD
Mock investor,Mock portfolio,AU000000RHC8,10767565.42,USD
Mock investor,Mock portfolio,AU000000DXS1,9836779.38,USD
Mock investor,Mock portfolio,AU000000APA1,9762298.94,USD
Mock investor,Mock portfolio,AU000000SYD9,9440209.46,USD
Mock investor,Mock portfolio,AU000000MGR9,9436144.02,USD
Mock investor,Mock portfolio,AU000000TAH8,9172428.45,USD
Mock investor,Mock portfolio,AU000000SEK6,9055639.14,USD
Mock investor,Mock portfolio,AU000000CPU5,8937712.9,USD
Mock investor,Mock portfolio,AU000000BSL0,8659948.68,USD
Mock investor,Mock portfolio,AU000000IAG3,8636318.3,USD
Mock investor,Mock portfolio,AU000000NST8,8556851.53,USD
Mock investor,Mock portfolio,AU000000GPT8,8537570.17,USD
Mock investor,Mock portfolio,AU000000SGP0,8323425.62,USD
Mock investor,Mock portfolio,AU000000ORG5,7580891.31,USD
Mock investor,Mock portfolio,AU000000MPL3,7578857.39,USD
Mock investor,Mock portfolio,AU0000154833,7423985.16,USD
Mock investor,Mock portfolio,AU000000TWE9,7338200.63,USD
Mock investor,Mock portfolio,AU000000REA9,7277248.1,USD
Mock investor,Mock portfolio,AU000000WTC3,7033367.28,USD
Mock investor,Mock portfolio,AU000000REH4,6442980.8,USD
Mock investor,Mock portfolio,AU000000EVN4,6119787.34,USD
Mock investor,Mock portfolio,AU000000LLC3,6032497.6,USD
Mock investor,Mock portfolio,AU000000IEL5,5940869.25,USD
Mock investor,Mock portfolio,AU000000DMP0,5913079.6,USD
Mock investor,Mock portfolio,AU0000088338,5788807.75,USD
Mock investor,Mock portfolio,AU000000VCX7,5417482.1,USD
Mock investor,Mock portfolio,AU000000AZJ1,5324385.57,USD
Mock investor,Mock portfolio,AU000000SOL3,5313722.49,USD
Mock investor,Mock portfolio,AU000000ORI1,4623991.41,USD
Mock investor,Mock portfolio,AU000000AST5,4032003.2,USD
Mock investor,Mock portfolio,AU000000QAN2,3804703.73,USD
Mock investor,Mock portfolio,AU000000CWN6,3691873.47,USD
Mock investor,Mock portfolio,AU000000MFG4,2390196.65,USD
Mock investor,Mock portfolio,US0669224778,760000,USD
Mock investor,Mock portfolio,-,215206.8,USD
Mock investor,Mock portfolio,-,35885.87,USD
Mock investor,Mock portfolio,MV3357358ZDD,214.8,USD
Mock investor,Mock portfolio,-,0,USD
Mock investor,Mock portfolio,-,-28467.11,USD
Mock investor,Mock portfolio,-,-12615369.06,USD
Mock investor,Mock portfolio,AT0000652011,20552485.79,USD
Mock investor,Mock portfolio,AT0000743059,10605714.27,USD
Mock investor,Mock portfolio,AT0000746409,9668966.81,USD
Mock investor,Mock portfolio,AT0000937503,4139881.08,USD
Mock investor,Mock portfolio,AT0000BAWAG2,4054246.96,USD
Mock investor,Mock portfolio,AT0000730007,3902972.07,USD
Mock investor,Mock portfolio,AT0000831706,3864899.97,USD
Mock investor,Mock portfolio,AT0000606306,3675133.73,USD
Mock investor,Mock portfolio,AT0000A21KS2,3107349.62,USD
Mock investor,Mock portfolio,AT0000644505,2834286.77,USD
Mock investor,Mock portfolio,AT0000641352,2423757.57,USD
Mock investor,Mock portfolio,AT0000APOST4,2303628.31,USD
Mock investor,Mock portfolio,AT0000720008,2288211.09,USD
Mock investor,Mock portfolio,AT0000969985,2034431.24,USD
Mock investor,Mock portfolio,AT0000821103,1886741.37,USD
Mock investor,Mock portfolio,AT0000741053,1861373.96,USD
Mock investor,Mock portfolio,AT0000652250,1855304.84,USD
Mock investor,Mock portfolio,AT0000908504,1820821.75,USD
Mock investor,Mock portfolio,AT0000758305,1158568.44,USD
Mock investor,Mock portfolio,AT0000818802,1130435.37,USD
Mock investor,Mock portfolio,-,956439.19,USD
Mock investor,Mock portfolio,AT0000946652,884730.4,USD
Mock investor,Mock portfolio,AT0000785555,862487.16,USD
Mock investor,Mock portfolio,AT0000609607,790272.1,USD
Mock investor,Mock portfolio,AT000AGRANA3,723772.76,USD
Mock investor,Mock portfolio,AT0000837307,685734.33,USD
Mock investor,Mock portfolio,AT00000FACC2,593084.83,USD
Mock investor,Mock portfolio,-,78466.8,USD
Mock investor,Mock portfolio,US0669224778,40000,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,-,-32077.08,USD
Mock investor,Mock portfolio,BE0974293251,6568667.48,USD
Mock investor,Mock portfolio,BE0003565737,3069535.02,USD
Mock investor,Mock portfolio,NL0010832176,2327048.95,USD
Mock investor,Mock portfolio,BE0003739530,2046934.92,USD
Mock investor,Mock portfolio,BE0003797140,1307158.63,USD
Mock investor,Mock portfolio,BE0003470755,1201152.72,USD
Mock investor,Mock portfolio,BE0974264930,1158235.93,USD
Mock investor,Mock portfolio,BE0003717312,1150555.28,USD
Mock investor,Mock portfolio,BE0974320526,1043733.25,USD
Mock investor,Mock portfolio,BE0974349814,1009659.4,USD
Mock investor,Mock portfolio,BE0003764785,700812.12,USD
Mock investor,Mock portfolio,BE0974259880,678318.88,USD
Mock investor,Mock portfolio,BE0003851681,667825.14,USD
Mock investor,Mock portfolio,BE0003593044,653646.07,USD
Mock investor,Mock portfolio,BE0003822393,634976.32,USD
Mock investor,Mock portfolio,BE0003810273,470546.91,USD
Mock investor,Mock portfolio,BE0003818359,412688.81,USD
Mock investor,Mock portfolio,BE0165385973,392812.53,USD
Mock investor,Mock portfolio,BE0974256852,366391.31,USD
Mock investor,Mock portfolio,BE0003878957,356917.04,USD
Mock investor,Mock portfolio,BE0003867844,286034.59,USD
Mock investor,Mock portfolio,BE0003816338,284474.9,USD
Mock investor,Mock portfolio,BE0003826436,280148.13,USD
Mock investor,Mock portfolio,BE0974258874,272623.8,USD
Mock investor,Mock portfolio,BE0003853703,270608.11,USD
Mock investor,Mock portfolio,BE0974362940,254296.52,USD
Mock investor,Mock portfolio,BE0974288202,209285.28,USD
Mock investor,Mock portfolio,BE0003699130,208810.96,USD
Mock investor,Mock portfolio,BE0003883031,206260.33,USD
Mock investor,Mock portfolio,BE0003874915,181483.93,USD
Mock investor,Mock portfolio,BE0974274061,172248.5,USD
Mock investor,Mock portfolio,BE0003656676,166522.65,USD
Mock investor,Mock portfolio,BE0003678894,162963.6,USD
Mock investor,Mock portfolio,BE0974268972,161781.67,USD
Mock investor,Mock portfolio,BE0003720340,158657.14,USD
Mock investor,Mock portfolio,-,157786.74,USD
Mock investor,Mock portfolio,BE0003746600,139756.88,USD
Mock investor,Mock portfolio,BE0003555639,130729.61,USD
Mock investor,Mock portfolio,BE0003755692,121662.34,USD
Mock investor,Mock portfolio,BE0974313455,121297.89,USD
Mock investor,Mock portfolio,BE0974276082,104370.74,USD
Mock investor,Mock portfolio,BE0974283153,101791.23,USD
Mock investor,Mock portfolio,LU1883301340,97821.94,USD
Mock investor,Mock portfolio,BE0003766806,87573.18,USD
Mock investor,Mock portfolio,BE0003735496,86696.6,USD
Mock investor,Mock portfolio,BE0003599108,86632.46,USD
Mock investor,Mock portfolio,BE0003839561,85930.13,USD
Mock investor,Mock portfolio,-,11007.91,USD
Mock investor,Mock portfolio,US0669224778,10000,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,-,-5266.95,USD
Mock investor,Mock portfolio,CA82509L1076,297333087.84,USD
Mock investor,Mock portfolio,CA7800871021,287089663.34,USD
Mock investor,Mock portfolio,CA8911605092,264539773.72,USD
Mock investor,Mock portfolio,CA0641491075,168518758.1,USD
Mock investor,Mock portfolio,CA1363751027,161815633.8,USD
Mock investor,Mock portfolio,CA1125851040,157982369.76,USD
Mock investor,Mock portfolio,CA29250N1050,155350101.67,USD
Mock investor,Mock portfolio,CA0636711016,136767687.54,USD
Mock investor,Mock portfolio,CA13645T1003,131213593.86,USD
Mock investor,Mock portfolio,CA1360691010,102547409.81,USD
Mock investor,Mock portfolio,CA1363851017,98173070.42,USD
Mock investor,Mock portfolio,CA87807B1076,89264552.33,USD
Mock investor,Mock portfolio,CA67077M1086,84098924.28,USD
Mock investor,Mock portfolio,CA8672241079,74986608.72,USD
Mock investor,Mock portfolio,CA21037X1006,73407950.33,USD
Mock investor,Mock portfolio,CA56501R1064,72682101.63,USD
Mock investor,Mock portfolio,CA01626P3043,69646107.75,USD
Mock investor,Mock portfolio,CA0679011084,66441192.77,USD
